"","School.Year","Borough","Geographical.District.Code","Register","X..Schools","Major.N","Oth.N","NoCrim.N","Prop.N","Vio.N"
"466","2013-14","M",2,"1,087",3,"1","2","3","3","0"
"467","2013-14","M",6,"701",2,"0","1","0","1","0"
"468","2013-14","M",5,"251",1,"0","1","0","1","0"
"469","2013-14","M",1,"520",2,"0","5","3","4","1"
"470","2013-14","M",5,"963",4,"2","8","21","5","5"
"471","2013-14","M",1,"393",1,"0","0","1","0","0"
"472","2013-14","M",1,"384",2,"1","0","1","1","0"
"473","2013-14","M",5,"913",1,"0","0","2","0","0"
"474","2013-14","M",6,"1,096",2,"0","3","4","1","1"
"475","2013-14","M",3,"223",2,"0","1","1","1","0"
"476","2013-14","M",3,"621",2,"0","4","1","1","1"
"477","2013-14","M",4,"420",1,"3","0","3","2","1"
"478","2013-14","M",6,"651",1,"2","0","0","2","0"
"479","2013-14","M",6,"1,122",2,"2","0","4","2","0"
"480","2013-14","M",5,"319",2,"0","0","1","0","0"
"481","2013-14","M",4,"527",2,"1","2","3","2","1"
"482","2013-14","M",3,"625",1,"0","0","0","0","0"
"483","2013-14","M",6,"575",2,"0","13","4","2","7"
"484","2013-14","M",3,"1,203",2,"0","4","1","2","2"
"485","2013-14","M",3,"594",1,"2","0","0","0","2"
"486","2013-14","M",2,"1,345",1,"2","5","1","5","2"
"487","2013-14","M",2,"282",1,"2","6","2","1","4"
"488","2013-14","M",4,"992",2,"0","1","5","1","0"
"489","2013-14","M",6,"856",2,"0","1","0","1","0"
"490","2013-14","M",5,"377",1,"1","2","0","2","1"
"491","2013-14","M",6,"690",2,"1","0","0","1","0"
"492","2013-14","M",6,"244",1,"0","1","0","0","1"
"493","2013-14","M",3,"614",1,"0","2","0","2","0"
"494","2013-14","M",2,"606",1,"1","1","0","2","0"
"495","2013-14","M",3,"224",2,"0","2","0","2","0"
"496","2013-14","M",6,"778",1,"0","1","2","1","0"
"497","2013-14","M",1,"501",2,"0","5","4","2","3"
"498","2013-14","M",6,"1,123",1,"1","1","0","1","1"
"499","2013-14","M",2,"675",1,"0","0","0","0","0"
"500","2013-14","M",3,"514",1,"1","2","3","2","1"
"501","2013-14","M",6,"636",2,"0","1","3","0","1"
"502","2013-14","M",5,"212",2,"1","3","0","3","1"
"503","2013-14","M",5,"309",2,"1","4","2","1","4"
"504","2013-14","Q",29,"333",1,"0","0","1","0","0"
"505","2013-14","M",5,"303",2,"0","0","0","0","0"
"506","2013-14","M",2,"843",2,"2","1","0","2","1"
"507","2013-14","M",3,"838",1,"0","0","0","0","0"
"508","2013-14","M",5,"501",1,"0","1","1","1","0"
"509","2013-14","M",4,"650",2,"0","2","5","2","0"
"510","2013-14","M",3,"339",1,"0","0","1","0","0"
"511","2013-14","M",3,"164",1,"0","0","1","0","0"
"512","2013-14","M",6,"1,228",3,"0","4","4","2","2"
"513","2013-14","M",6,"283",1,"0","0","1","0","0"
"514","2013-14","M",2,"785",1,"1","0","0","1","0"
"515","2013-14","M",6,"425",1,"0","1","0","1","0"
"516","2013-14","M",2,"261",1,"0","0","0","0","0"
"517","2013-14","M",2,"518",1,"0","0","1","0","0"
"518","2013-14","M",2,"700",1,"1","5","4","6","0"
"519","2013-14","M",2,"1,178",2,"0","1","0","1","0"
"520","2013-14","M",2,"85",1,"0","0","0","0","0"
"521","2013-14","M",2,"1,355",3,"1","4","19","3","2"
"522","2013-14","M",2,"304",1,"0","1","0","1","0"
"523","2013-14","M",5,"220",1,"0","1","0","0","1"
"524","2013-14","M",4,"1,912",2,"1","8","5","4","4"
"525","2013-14","M",2,"2,232",6,"2","13","20","12","2"
"526","2013-14","M",5,"232",1,"1","4","1","1","1"
"527","2013-14","M",2,"1,886",5,"2","9","15","9","2"
"528","2013-14","M",1,"299",1,"1","0","2","1","0"
"529","2013-14","M",2,"339",1,"2","2","1","3","1"
"530","2013-14","M",2,"715",1,"0","0","3","0","0"
"531","2013-14","M",2,"92",1,"0","0","0","0","0"
"532","2013-14","M",2,"768",1,"0","1","0","1","0"
"533","2013-14","M",2,"2,343",9,"2","9","15","6","4"
"534","2013-14","M",6,"2,628",5,"4","7","22","7","2"
"535","2013-14","M",2,"149",1,"0","1","0","1","0"
"536","2013-14","M",3,"1,440",5,"1","5","21","4","2"
"537","2013-14","M",2,"2,495",3,"5","9","8","10","4"
"538","2013-14","M",2,"3,292",1,"0","2","2","1","0"
"539","2013-14","M",2,"1,808",5,"1","6","3","5","2"
"540","2013-14","M",2,"2,036",2,"0","6","7","3","3"
"541","2013-14","M",1,"446",2,"0","5","1","2","3"
"542","2013-14","M",3,"2,530",6,"2","18","50","5","8"
"543","2013-14","M",4,"409",1,"0","2","2","1","0"
"544","2013-14","M",5,"261",5,"1","6","8","2","4"
"545","2013-14","M",3,"522",1,"2","4","4","5","1"
"546","2013-14","M",5,"456",1,"0","0","0","0","0"
"547","2013-14","M",2,"1,551",2,"5","10","22","7","7"
"548","2013-14","M",6,"226",1,"0","1","1","1","0"
"549","2013-14","M",2,"927",3,"0","2","1","2","0"
"550","2013-14","M",2,"2,270",5,"4","7","20","6","5"
"551","2013-14","M",6,"1,360",1,"9","23","17","17","9"
"552","2013-14","M",2,"1,732",1,"1","6","9","4","1"
"553","2013-14","M",2,"876",2,"1","3","7","2","2"
"554","2013-14","M",6,"600",1,"0","1","0","1","0"
"555","2013-14","Q",25,"812",1,"0","0","0","0","0"
"556","2013-14","M",2,"1,072",4,"2","4","13","2","3"
"557","2013-14","M",2,"1,638",5,"4","10","21","8","6"
"558","2013-14","M",1,"226",1,"1","2","1","2","1"
"559","2013-14","M",2,"75",1,"0","1","2","1","0"
"560","2013-14","M",2,"767",1,"1","5","3","4","1"
"561","2013-14","M",2,"2,048",3,"2","1","10","3","0"
"562","2013-14","M",3,"1,276",1,"0","0","0","0","0"
"563","2013-14","M",2,"184",1,"0","1","0","1","0"
"564","2013-14","M",3,"328",1,"0","2","0","1","0"
"565","2013-14","M",2,"531",1,"0","0","1","0","0"
"566","2013-14","M",2,"123",1,"0","0","0","0","0"
"567","2013-14","M",2,"414",1,"1","2","1","2","1"
"568","2013-14","M",2,"439",1,"1","1","0","2","0"
"569","2013-14","M",6,"491",1,"0","0","0","0","0"
"570","2013-14","M",2,"439",1,"2","0","1","1","1"
"571","2013-14","M",2,"303",2,"0","1","1","0","1"
"572","2013-14","M",2,"685",1,"1","2","12","2","1"
"573","2013-14","M",4,"464",1,"1","1","0","2","0"
"574","2013-14","M",2,"236",1,"0","2","1","2","0"
"575","2013-14","M",6,"432",1,"0","1","1","1","0"
"576","2013-14","M",5,"167",1,"0","0","0","0","0"
"577","2013-14","M",6,"532",1,"0","1","0","1","0"
"578","2013-14","M",2,"255",1,"0","2","1","2","0"
"579","2013-14","M",3,"191",1,"0","0","1","0","0"
"580","2013-14","M",2,"266",1,"0","0","0","0","0"
"581","2013-14","M",5,"572",1,"1","7","3","5","3"
"582","2013-14","M",2,"362",1,"1","0","0","1","0"
"583","2013-14","Q",30,"681",1,"0","1","1","0","1"
"584","2013-14","Q",28,"203",1,"0","1","0","1","0"
"585","2013-14","Q",27,"675",1,"0","0","1","0","0"
"586","2013-14","Q",24,"1,620",1,"1","2","1","1","1"
"587","2013-14","Q",24,"1,121",1,"0","0","0","0","0"
"588","2013-14","Q",28,"1,272",3,"0","3","9","1","2"
"589","2013-14","Q",24,"646",1,"0","0","1","0","0"
"590","2013-14","Q",30,"922",1,"1","1","1","2","0"
"591","2013-14","Q",30,"1,347",1,"0","0","0","0","0"
"592","2013-14","Q",24,"1,280",1,"0","0","0","0","0"
"593","2013-14","Q",24,"1,607",1,"0","0","0","0","0"
"594","2013-14","Q",24,"1,689",1,"0","0","0","0","0"
"595","2013-14","Q",29,"460",1,"0","0","0","0","0"
"596","2013-14","Q",30,"516",1,"0","0","0","0","0"
"597","2013-14","Q",26,"642",1,"0","0","0","0","0"
"598","2013-14","Q",24,"1,961",1,"0","0","1","0","0"
"599","2013-14","Q",25,"1,435",1,"0","0","0","0","0"
"600","2013-14","Q",25,"1,352",1,"0","0","0","0","0"
"601","2013-14","Q",25,"361",1,"0","2","0","1","0"
"602","2013-14","Q",25,"934",1,"0","0","0","0","0"
"603","2013-14","Q",25,"1,389",2,"1","0","1","1","0"
"604","2013-14","Q",26,"653",1,"0","0","0","0","0"
"605","2013-14","Q",24,"553",1,"0","0","0","0","0"
"606","2013-14","Q",25,"770",1,"0","0","0","0","0"
"607","2013-14","Q",28,"533",2,"0","0","1","0","0"
"608","2013-14","Q",26,"524",1,"1","0","0","1","0"
"609","2013-14","Q",25,"947",1,"0","0","2","0","0"
"610","2013-14","Q",29,"1,045",1,"0","0","0","0","0"
"611","2013-14","Q",29,"563",1,"0","0","3","0","0"
"612","2013-14","Q",29,"676",1,"0","1","0","0","0"
"613","2013-14","Q",29,"494",1,"0","0","1","0","0"
"614","2013-14","Q",29,"546",1,"1","0","1","0","1"
"615","2013-14","Q",29,"203",1,"0","0","0","0","0"
"616","2013-14","Q",28,"604",1,"0","1","1","1","0"
"617","2013-14","Q",26,"560",1,"0","0","0","0","0"
"618","2013-14","Q",27,"649",1,"1","2","2","0","2"
"619","2013-14","Q",27,"1,035",1,"1","5","0","4","2"
"620","2013-14","Q",27,"437",1,"0","1","2","0","1"
"621","2013-14","Q",26,"578",1,"0","0","0","0","0"
"622","2013-14","Q",27,"232",1,"0","0","0","0","0"
"623","2013-14","Q",24,"1,116",1,"0","0","0","0","0"
"624","2013-14","Q",28,"767",1,"0","0","0","0","0"
"625","2013-14","Q",27,"269",1,"0","0","0","0","0"
"626","2013-14","Q",29,"508",1,"0","0","2","0","0"
"627","2013-14","Q",27,"675",3,"1","3","6","2","1"
"628","2013-14","Q",28,"573",1,"0","0","0","0","0"
"629","2013-14","Q",28,"526",1,"0","0","0","0","0"
"630","2013-14","Q",27,"413",1,"0","0","0","0","0"
"631","2013-14","Q",24,"987",1,"0","1","0","1","0"
"632","2013-14","Q",29,"568",1,"0","2","5","1","0"
"633","2013-14","Q",27,"1,286",1,"0","0","0","0","0"
"634","2013-14","Q",24,"2,354",1,"1","2","2","3","0"
"635","2013-14","Q",27,"912",1,"2","1","0","3","0"
"636","2013-14","Q",27,"1,328",1,"0","0","0","0","0"
"637","2013-14","Q",27,"647",1,"0","0","0","0","0"
"638","2013-14","Q",27,"538",1,"0","0","0","0","0"
"639","2013-14","Q",26,"881",1,"0","0","2","0","0"
"640","2013-14","Q",24,"777",1,"0","0","2","0","0"
"641","2013-14","Q",30,"1,232",1,"0","0","0","0","0"
"642","2013-14","Q",30,"1,020",1,"0","1","0","0","1"
"643","2013-14","Q",24,"945",1,"0","1","3","1","0"
"644","2013-14","Q",28,"887",1,"3","4","8","3","4"
"645","2013-14","Q",24,"1,708",1,"0","1","2","1","0"
"646","2013-14","Q",26,"1,002",1,"0","1","1","1","0"
"647","2013-14","Q",24,"489",1,"0","0","1","0","0"
"648","2013-14","Q",30,"570",1,"0","0","0","0","0"
"649","2013-14","Q",28,"556",1,"0","0","0","0","0"
"650","2013-14","Q",24,"1,026",1,"0","0","1","0","0"
"651","2013-14","Q",28,"638",1,"0","0","1","0","0"
"652","2013-14","Q",30,"343",1,"0","0","0","0","0"
"653","2013-14","Q",30,"563",1,"0","0","1","0","0"
"654","2013-14","Q",28,"931",1,"0","0","1","0","0"
"655","2013-14","Q",24,"570",1,"0","0","0","0","0"
"656","2013-14","Q",24,"1,110",1,"0","0","0","0","0"
"657","2013-14","Q",24,"1,981",1,"0","1","0","0","0"
"658","2013-14","Q",27,"890",1,"0","0","0","0","0"
"659","2013-14","Q",24,"835",1,"0","1","0","1","0"
"660","2013-14","Q",24,"1,197",1,"0","3","3","2","1"
"661","2013-14","Q",26,"401",1,"0","0","0","0","0"
"662","2013-14","Q",29,"1,477",1,"1","0","1","1","0"
"663","2013-14","Q",27,"322",1,"0","0","0","0","0"
"664","2013-14","Q",27,"697",1,"0","0","0","0","0"
"665","2013-14","Q",26,"221",1,"0","0","0","0","0"
"666","2013-14","Q",28,"839",1,"0","0","0","0","0"
"667","2013-14","Q",27,"990",1,"0","0","1","0","0"
"668","2013-14","Q",28,"587",1,"0","0","0","0","0"
"669","2013-14","Q",24,"1,239",1,"0","0","1","0","0"
"670","2013-14","Q",27,"631",1,"0","0","0","0","0"
"671","2013-14","Q",27,"845",1,"2","0","1","0","2"
"672","2013-14","Q",27,"223",1,"1","1","4","1","1"
"673","2013-14","Q",25,"969",1,"1","1","1","0","1"
"674","2013-14","Q",27,"1,464",1,"0","0","0","0","0"
"675","2013-14","Q",29,"1,070",1,"2","1","8","1","2"
"676","2013-14","Q",30,"399",1,"0","1","3","1","0"
"677","2013-14","Q",30,"481",1,"1","0","1","1","0"
"678","2013-14","Q",24,"971",1,"0","0","0","0","0"
"679","2013-14","Q",27,"669",1,"0","1","1","0","0"
"680","2013-14","Q",26,"646",1,"0","0","0","0","0"
"681","2013-14","Q",29,"753",1,"1","4","1","3","1"
"682","2013-14","Q",28,"1,037",1,"0","0","0","0","0"
"683","2013-14","Q",29,"595",1,"1","0","0","1","0"
"684","2013-14","Q",24,"1,055",1,"0","4","4","4","0"
"685","2013-14","Q",25,"973",1,"1","0","0","1","0"
"686","2013-14","Q",28,"852",1,"0","0","0","0","0"
"687","2013-14","Q",30,"1,377",1,"0","0","0","0","0"
"688","2013-14","Q",27,"1,348",1,"0","1","0","1","0"
"689","2013-14","Q",24,"1,734",1,"0","0","1","0","0"
"690","2013-14","Q",30,"531",2,"0","0","2","0","0"
"691","2013-14","Q",30,"1,462",1,"0","4","3","2","1"
"692","2013-14","Q",25,"1,087",1,"0","0","1","0","0"
"693","2013-14","Q",26,"349",1,"0","0","0","0","0"
"694","2013-14","Q",29,"840",1,"0","1","0","1","0"
"695","2013-14","Q",29,"347",1,"0","0","0","0","0"
"696","2013-14","Q",26,"405",1,"0","0","0","0","0"
"697","2013-14","Q",29,"487",1,"0","0","2","0","0"
"698","2013-14","Q",29,"973",1,"0","0","0","0","0"
"699","2013-14","Q",29,"630",1,"0","2","0","1","1"
"700","2013-14","Q",27,"1,918",1,"1","6","7","3","3"
"701","2013-14","Q",29,"793",1,"0","2","2","2","0"
"702","2013-14","Q",28,"873",1,"0","0","0","0","0"
"703","2013-14","Q",28,"599",1,"0","1","1","0","1"
"704","2013-14","Q",30,"1,209",1,"0","1","0","1","0"
"705","2013-14","Q",28,"484",2,"6","3","11","3","6"
"706","2013-14","Q",24,"1,811",1,"0","1","1","1","0"
"707","2013-14","Q",28,"808",1,"0","0","0","0","0"
"708","2013-14","Q",30,"2,079",1,"1","2","5","0","2"
"709","2013-14","Q",27,"700",1,"0","0","1","0","0"
"710","2013-14","Q",29,"698",1,"0","3","1","1","2"
"711","2013-14","Q",30,"1,041",1,"0","0","0","0","0"
"712","2013-14","Q",30,"1,275",1,"0","0","1","0","0"
"713","2013-14","Q",30,"1,198",1,"0","2","0","2","0"
"714","2013-14","Q",30,"486",1,"0","0","2","0","0"
"715","2013-14","Q",30,"1,362",1,"1","1","0","2","0"
"716","2013-14","Q",24,"1,454",1,"0","0","2","0","0"
"717","2013-14","Q",25,"703",1,"0","1","0","1","0"
"718","2013-14","Q",27,"598",1,"0","0","0","0","0"
"719","2013-14","Q",29,"534",2,"0","3","2","1","2"
"720","2013-14","Q",28,"1,476",1,"0","0","2","0","0"
"721","2013-14","Q",26,"1,120",1,"1","1","1","1","1"
"722","2013-14","Q",26,"626",1,"0","0","0","0","0"
"723","2013-14","Q",28,"670",1,"0","0","2","0","0"
"724","2013-14","Q",28,"708",1,"0","0","0","0","0"
"725","2013-14","Q",26,"711",1,"0","0","0","0","0"
"726","2013-14","Q",25,"614",1,"0","0","0","0","0"
"727","2013-14","Q",25,"620",1,"0","2","0","0","1"
"728","2013-14","Q",25,"754",1,"0","1","3","1","0"
"729","2013-14","Q",30,"1,240",1,"0","0","0","0","0"
"730","2013-14","Q",25,"1,335",3,"0","2","2","0","2"
"731","2013-14","Q",25,"763",2,"0","0","0","0","0"
"732","2013-14","Q",30,"579",1,"0","1","1","0","0"
"733","2013-14","Q",26,"968",1,"0","3","2","2","1"
"734","2013-14","Q",26,"945",1,"0","0","0","0","0"
"735","2013-14","Q",28,"676",1,"0","0","0","0","0"
"736","2013-14","Q",28,"731",1,"0","0","1","0","0"
"737","2013-14","Q",29,"741",1,"0","0","0","0","0"
"738","2013-14","Q",26,"493",1,"0","0","1","0","0"
"739","2013-14","Q",26,"540",1,"0","0","0","0","0"
"740","2013-14","Q",26,"413",1,"0","0","0","0","0"
"741","2013-14","Q",27,"1,253",1,"1","1","0","2","0"
"742","2013-14","Q",29,"364",1,"0","0","0","0","0"
"743","2013-14","Q",27,"532",1,"1","0","2","0","1"
"744","2013-14","Q",25,"507",1,"0","0","0","0","0"
"745","2013-14","Q",25,"1,520",1,"0","1","3","1","0"
"746","2013-14","Q",26,"816",2,"0","0","0","0","0"
"747","2014-15","Q",25,"739",1,"0","0","0","0","0"
"748","2013-14","Q",25,"1,158",2,"0","1","2","1","0"
"749","2013-14","Q",28,"1,011",1,"0","3","4","1","0"
"750","2013-14","Q",26,"870",2,"0","0","1","0","0"
"751","2013-14","Q",30,"823",2,"0","3","8","2","1"
"752","2013-14","Q",29,"1,091",2,"4","7","7","4","5"
"753","2013-14","Q",25,"500",1,"0","0","0","0","0"
"754","2013-14","Q",25,"1,041",1,"0","1","1","1","0"
"755","2013-14","Q",29,"675",1,"0","0","0","0","0"
"756","2013-14","Q",28,"747",1,"0","0","0","0","0"
"757","2013-14","Q",27,"523",1,"0","0","2","0","0"
"758","2013-14","Q",27,"541",1,"0","0","0","0","0"
"759","2014-15","Q",27,"571",1,"0","0","0","0","0"
"760","2013-14","Q",24,"968",1,"0","1","1","1","0"
"761","2013-14","Q",25,"464",1,"0","0","0","0","0"
"762","2013-14","Q",25,"473",1,"0","0","1","0","0"
"763","2013-14","Q",27,"1,628",2,"0","7","7","1","1"
"764","2013-14","Q",26,"897",1,"0","0","0","0","0"
"765","2013-14","Q",26,"313",1,"0","0","1","0","0"
"766","2013-14","Q",28,"604",1,"0","1","0","0","1"
"767","2013-14","Q",27,"753",1,"1","0","0","1","0"
"768","2013-14","Q",26,"733",1,"0","2","0","0","2"
"769","2013-14","Q",25,"627",1,"0","0","0","0","0"
"770","2013-14","Q",27,"1,936",1,"0","4","3","3","0"
"771","2013-14","Q",30,"808",1,"0","0","0","0","0"
"772","2013-14","Q",26,"433",1,"0","0","1","0","0"
"773","2013-14","Q",25,"475",1,"1","2","1","3","0"
"774","2013-14","Q",27,"536",2,"0","0","2","0","0"
"775","2013-14","Q",26,"1,364",1,"0","1","1","1","0"
"776","2013-14","Q",28,"1,631",1,"2","7","4","4","2"
"777","2013-14","Q",25,"613",1,"0","1","2","0","1"
"778","2013-14","Q",28,"689",1,"0","0","0","0","0"
"779","2013-14","Q",26,"641",1,"0","0","0","0","0"
"780","2013-14","Q",30,"343",1,"0","0","0","0","0"
"781","2013-14","Q",27,"661",1,"0","0","0","0","0"
"782","2013-14","Q",27,"615",2,"0","0","3","0","0"
"783","2013-14","Q",29,"1,523",1,"0","4","3","0","3"
"784","2013-14","Q",27,"1,281",2,"0","7","11","3","3"
"785","2013-14","Q",30,"1,687",1,"1","2","3","3","0"
"786","2013-14","Q",30,"370",1,"0","0","0","0","0"
"787","2013-14","Q",24,"1,549",1,"0","0","1","0","0"
"788","2013-14","Q",30,"997",1,"0","4","1","3","0"
"789","2013-14","Q",29,"931",2,"4","6","3","9","1"
"790","2013-14","Q",27,"1,068",1,"0","0","0","0","0"
"791","2013-14","Q",30,"809",2,"0","1","2","0","1"
"792","2013-14","Q",30,"74",1,"0","0","1","0","0"
"793","2013-14","Q",25,"1,867",2,"0","1","0","0","1"
"794","2013-14","Q",25,"409",1,"0","0","0","0","0"
"795","2013-14","Q",25,"428",1,"0","0","0","0","0"
"796","2013-14","Q",24,"415",1,"0","0","0","0","0"
"797","2013-14","Q",24,"909",1,"0","1","0","1","0"
"798","2013-14","Q",27,"511",1,"0","0","0","0","0"
"799","2013-14","Q",27,"654",1,"0","0","0","0","0"
"800","2013-14","Q",24,"974",1,"1","1","0","2","0"
"801","2013-14","Q",27,"479",1,"0","0","0","0","0"
"802","2013-14","Q",29,"556",1,"0","0","1","0","0"
"803","2013-14","Q",26,"689",1,"0","0","1","0","0"
"804","2013-14","Q",29,"608",1,"0","0","1","0","0"
"805","2013-14","Q",24,"145",1,"0","0","0","0","0"
"806","2013-14","Q",29,"667",1,"0","1","2","0","1"
"807","2013-14","Q",27,"254",1,"0","0","0","0","0"
"808","2013-14","Q",28,"505",1,"0","0","1","0","0"
"809","2013-14","Q",28,"951",1,"0","0","2","0","0"
"810","2013-14","Q",30,"478",1,"0","0","0","0","0"
"811","2013-14","Q",24,"381",1,"0","0","0","0","0"
"812","2013-14","Q",30,"896",1,"0","0","0","0","0"
"813","2013-14","Q",27,"988",3,"5","9","9","4","8"
"814","2013-14","Q",30,"652",3,"1","2","2","3","0"
"815","2013-14","Q",26,"3,241",1,"3","11","11","9","4"
"816","2013-14","Q",30,"810",1,"0","0","2","0","0"
"817","2013-14","Q",24,"2,053",2,"0","4","9","3","1"
"818","2013-14","Q",27,"1,459",4,"4","11","20","9","5"
"819","2013-14","Q",26,"3,628",1,"8","16","12","16","5"
"820","2013-14","Q",29,"1,952",4,"0","4","15","2","1"
"821","2013-14","Q",25,"3,722",1,"2","9","32","6","3"
"822","2013-14","Q",26,"4,058",1,"3","3","4","4","2"
"823","2013-14","Q",26,"2,096",1,"2","11","26","7","5"
"824","2013-14","Q",28,"3,800",1,"0","9","10","6","0"
"825","2013-14","Q",30,"2,627",1,"1","12","9","7","4"
"826","2013-14","Q",30,"929",1,"0","2","3","2","0"
"827","2013-14","Q",30,"2,520",1,"0","5","14","2","1"
"828","2013-14","Q",24,"1,168",2,"0","4","8","2","0"
"829","2013-14","Q",25,"3,011",5,"3","15","18","11","5"
"830","2013-14","Q",27,"1,625",4,"1","10","6","4","4"
"831","2014-15","K",14,"470",1,"0","1","2","0","1"
"832","2013-14","Q",24,"751",1,"0","5","2","3","2"
"833","2013-14","Q",28,"1,868",7,"0","8","9","5","3"
"834","2013-14","Q",27,"2,225",2,"4","13","23","6","7"
"835","2013-14","Q",24,"1,514",1,"0","6","6","4","1"
"836","2013-14","Q",27,"3,092",4,"3","10","20","2","10"
"837","2013-14","Q",24,"1,869",1,"2","3","22","0","5"
"838","2013-14","R",31,"1,210",1,"0","4","10","1","3"
"839","2013-14","Q",29,"1,499",5,"2","4","12","3","3"
"840","2013-14","Q",25,"506",1,"0","0","0","0","0"
"841","2013-14","Q",28,"3,230",1,"2","6","12","3","5"
"842","2013-14","Q",25,"1,151",1,"0","1","0","1","0"
"843","2013-14","Q",24,"998",2,"0","0","1","0","0"
"844","2013-14","Q",26,"1,164",1,"3","1","3","0","4"
"845","2013-14","Q",30,"756",1,"0","0","0","0","0"
"846","2013-14","Q",28,"254",1,"1","0","1","0","1"
"847","2013-14","Q",24,"2,231",1,"0","4","6","3","0"
"848","2013-14","Q",28,"2,168",1,"5","5","7","3","6"
"849","2013-14","Q",29,"345",1,"0","1","1","0","1"
"850","2013-14","Q",27,"946",1,"1","3","2","4","0"
"851","2013-14","Q",28,"554",1,"0","0","1","0","0"
"852","2013-14","Q",28,"2,123",3,"0","2","3","2","0"
"853","2013-14","Q",28,"565",1,"3","7","8","5","4"
"854","2013-14","Q",28,"811",1,"0","0","0","0","0"
"855","2013-14","Q",25,"685",1,"0","4","2","2","1"
"856","2013-14","Q",24,"1,737",1,"0","0","0","0","0"
"857","2013-14","Q",24,"477",1,"0","1","0","1","0"
"858","2013-14","Q",30,"920",1,"0","7","5","5","2"
"859","2013-14","Q",28,"3,673",2,"0","2","0","1","1"
"860","2013-14","R",31,"214",1,"0","2","1","2","0"
"861","2013-14","Q",24,"1,488",3,"0","3","4","2","1"
"862","2013-14","Q",30,"576",1,"0","0","0","0","0"
"863","2013-14","Q",24,"1,136",4,"0","4","4","4","0"
"864","2013-14","Q",28,"419",1,"0","1","1","0","0"
"865","2013-14","Q",25,"203",1,"0","3","2","2","1"
"866","2013-14","Q",30,"500",1,"0","0","0","0","0"
"867","2013-14","Q",29,"336",1,"0","1","1","1","0"
"868","2013-14","Q",26,"361",1,"0","1","1","1","0"
"869","2013-14","Q",24,"140",1,"0","0","0","0","0"
"870","2013-14","Q",24,"1,083",1,"0","2","1","1","1"
"871","2013-14","Q",30,"377",1,"0","0","0","0","0"
"872","2013-14","Q",24,"278",1,"0","0","0","0","0"
"873","2013-14","Q",24,"524",1,"0","0","1","0","0"
"874","2013-14","Q",27,"508",1,"0","0","0","0","0"
"875","2013-14","Q",30,"872",1,"0","0","0","0","0"
"876","2013-14","Q",24,"7",1,"0","0","2","0","0"
